,cv,type,ru,,
,ут ,nonetype,лощадь,,
,ут ,verb,идти,,
,ут ,adjective,конный,,
,ут ,adjective,конский,,
,ут ,adjective,лошадиный,,
,ут ,verb,шагать,,
,Клайпеда ,feminine,Клайпеда,,
,эрби ,noun masculine,эрбий,,
,эрби ,noun masculine,эрбий,,
,логика ,noun feminine,логика,,
,логика ,noun,логика,,
,инвариант ,nonetype,инвариант,,
,ҫӗлен ,noun feminine,змея,,
,ҫӗлен ,noun p,змеи,,
,çырав ,noun feminine,перепись,,
,çырав ,noun feminine,перепись населения,,
,çырав ,nonetype,перепись населения,,
,геополитика ,noun feminine,геополитика,,
,геополитика ,noun,геополитика,,
,штаб-хваттер ,noun feminine,штаб-квартира,,
,штаб-хваттер ,noun,штаб-квартира,,
,лозанна ,nonetype,лозанна,,
,Акăлчан чĕлхи ,nonetype,Английский язык,,
,Акăлчан чĕлхи ,proper masculine,английский,,
,Акăлчан чĕлхи ,proper masculine,английский язык,,
,Акăлчан чĕлхи ,proper masculine,английский язык,,
,ланкашка ,nonetype,колдобина,,
,ланкашка ,noun feminine,низина,,
,ланкашка ,nonetype,рытвина,,
,ланкашка ,noun feminine,яма,,
,мĕнле ,interjection,как,,
,мĕнле ,adverb,каким образом,,
,мĕнле ,noun,какой,,
,пĕçер ,verb,варить,,
,пĕçер ,verb,гореть,,
,пĕçер ,verb,готовить,,
,пĕçер ,verb,жечь,,
,пĕçер ,verb,обжигать,,
,пĕçер ,verb noun feminine,печь,,
,пĕçер ,nonetype,становиться горячим,,
,сĕвеклен ,nonetype,покатым,,
,сĕвеклен ,nonetype,становиться пологим,,
,сиенле ,verb,вредить,,
,сиенле ,nonetype,наносить вред,,
,сиенле ,nonetype,наносить ущерб,,
,сиенле ,verb,повреждать,,
,сиенле ,verb,портить,,
,сиенле ,noun,урон,,
,сурăх ,noun feminine,овца,,
,сурăх ,pronoun,овечий,,
,сурăх ,noun feminine,овца,,
,çулам ,adjective,огненный,,
,çулам ,noun masculine,огонь,,
,çулам ,adjective,пламенный,,
,çулам ,noun,пламя,,
,телейлĕ ,adjective interjection adverb,счастливо,,
,телейлĕ ,adjective,счастливый,,
,телейлĕ ,adjective,удачливо,,
,телейлĕ ,adjective,удачливый,,
,тиверт ,verb,бить,,
,тиверт ,verb,доставать,,
,тиверт ,verb,дотягиваться,,
,тиверт ,verb,попадать,,
,тиверт ,verb,разжигать,,
,тиверт ,verb,растапливать,,
,тиверт ,nonetype,стегать,,
,халсăрлат ,nonetype,делать больным,,
,халсăрлат ,nonetype,делать слабым,,
,халсăрлат ,verb,изнурять,,
,халсăрлат ,nonetype,нездоровым,,
,хупла ,verb,заволакивать,,
,хупла ,verb,загораживать,,
,хупла ,verb,заслонять,,
,хупла ,verb,накрывать,,
,хупла ,verb,покрывать,,
,хупла ,nonetype,прикрывать чём-л.,,
,чеелен ,verb,хитрить,,
,чеелен ,verb,лукавить,,
,чеелен ,nonetype,плутовать,,
,шак ,nonetype,ванда,,
,шак ,noun particle,верша,,
,шак ,noun,галька,,
,шак ,noun,гравий,,
,шак ,nonetype,жак,,
,шăтар ,nonetype,дырявить,,
,шăтар ,verb,прокалывать,,
,шăтар ,nonetype,проращивать,,
,шăтар ,verb,сверлить,,
,кăшт ,numeral,немного,,
,кăшт ,adverb,мало,,
,кăшт ,adverb,чуть-чуть,,
,кулленхи ,adjective,ежедневный,,
,кулленхи ,adjective,обычный,,
,кулленхи ,adjective,повседневный,,
,пăран ,nonetype,козленок,,
,пăран ,nonetype,ягненок,,
,пĕркенчĕк ,noun masculine,наряд,,
,пĕркенчĕк ,noun,покров,,
,пĕркенчĕк ,noun verb,покрывало,,
,сĕвек ,noun masculine,откос,,
,сĕвек ,nonetype,покато,,
,сĕвек ,adjective,покатый,,
,сĕвек ,adjective,пологий,,
,сĕвек ,nonetype,пологий склон,,
,сĕвек ,adjective,полого,,
,сирпĕнтер ,verb,взрывать,,
,сирпĕнтер ,verb,выбивать,,
,сирпĕнтер ,nonetype,выстреливать,,
,сирпĕнтер ,verb,подрывать,,
,сирпĕнтер ,verb,швырять,,
,çи ,noun,верх,,
,çи ,adjective,верхний,,
,çи ,nonetype,верхняя часть,,
,çи ,noun feminine,вершина,,
,çи ,adjective,внешний,,
,çи ,nonetype,внешняя,,
,çи ,verb interjection,есть,,
,çи ,noun,кровля,,
,çи ,noun feminine,крыша,,
,çи ,verb,кушать,,
,çи ,nonetype,наружная сторона,,
,çи ,adjective,наружный,,
,çи ,noun feminine,поверхность,,
,çу ,noun masculine,жир,,
,çу ,noun neuter,лето,,
,çу ,adjective,жировой,,
,çу ,adjective,летний,,
,çу ,noun neuter,масло,,
,çу ,adjective,масляный,,
,çу ,verb,мыть,,
,çу ,noun neuter,сало,,
,çу ,nonetype,сальный,,
,çу ,noun,сливочное масло,,
,çу ,verb,стирать,,
,çу ,proper masculine,май,,
,çу ,nonetype,Май,,
,тĕк ,noun neuter,перо,,
,тĕк ,nonetype,бодать,,
,тĕк ,nonetype,бодаться,,
,тĕк ,verb,задевать,,
,тĕк ,nonetype,перьевой,,
,тĕк ,verb,толкать,,
,тĕп ,adjective,главный,,
,тĕп ,noun,днище,,
,тĕп ,noun neuter,дно,,
,тĕп ,adjective,коренной,,
,тĕп ,adjective,местный,,
,тĕп ,adjective,основной,,
,тĕп ,noun feminine,подошва,,
,хуйхат ,verb,всполошить,,
,хуйхат ,verb,встревожить,,
,хуйхат ,verb,напугать,,
,хупăрла ,verb,заволакивать,,
,хупăрла ,verb,затягивать,,
,хупăрла ,verb,обступать,,
,хупăрла ,verb,окружать,,
,хупăрла ,verb,охватывать,,
,чĕпĕ ,noun masculine,птенец,,
,шайлаш ,verb,равняться,,
,шайлаш ,nonetype,уравновешиваться,,
,шуйăх ,verb,кричать,,
,шуйăх ,verb,шуметь,,
,кукша ,noun,лысина,,
,кукша ,adjective,лысый,,
,кукша ,adjective,плешивый,,
,кукша ,noun,плешь,,
,макăраш ,verb,ныть,,
,макăраш ,nonetype,плакаться,,
,макăраш ,nonetype,хныкать,,
,пăс ,verb,ломать,,
,пăс ,noun,пар,,
,пăс ,adjective,паровой,,
,пăс ,verb,портить,,
,пăс ,nonetype,приводить в негодность,,
,пăс ,verb,разрушать,,
,пичетле ,verb,опечатывать,,
,пичетле ,verb,опубликовать,,
,пичетле ,verb,печатать,,
,сулкалан ,verb,качаться,,
,сулкалан ,verb,покачиваться,,
,сулкалан ,verb,шататься,,
,çăвĕпе ,nonetype,все лето,,
,çирĕп ,adjective,крепкий,,
,çирĕп ,adverb,крепко,,
,çирĕп ,adjective adverb,прочно,,
,çирĕп ,adjective,прочный,,
,çырăн ,verb,выписывать,,
,çырăн ,verb,записываться,,
,çырăн ,verb,подписываться,,
,çырăн ,verb,регистрироваться,,
,хумхат ,verb,волновать,,
,хумхат ,verb,качать,,
,хумхат ,verb,колебать,,
,хумхат ,nonetype,рябить,,
,хумхат ,verb,тревожить,,
,чăтăмлă ,nonetype,выносливо,,
,чăтăмлă ,adjective,выносливый,,
,чăтăмлă ,adjective,стойкий,,
,чăтăмлă ,adverb,стойко,,
,чăтăмлă ,adjective adverb,терпеливо,,
,чăтăмлă ,adjective,терпеливый,,
,чикĕсĕр ,nonetype,без конца и края,,
,чикĕсĕр ,adjective,безграничный,,
,чикĕсĕр ,adjective adverb,бесконечно,,
,чикĕсĕр ,adjective,беспредельный,,
,шăнаç ,verb,помещаться,,
,шăнаç ,verb,умещаться,,
,эрлĕк ,noun,досада,,
,эрлĕк ,noun,обида,,
,хытӑ ,adjective,твёрдый,,
,кĕç ,adverb,сейчас,,
,кĕç ,adjective adverb,скоро,,
,малтанхи ,adjective,начальный,,
,малтанхи ,adjective masculine,первый,,
,малтанхи ,adjective,ранний,,
,пăчкă ,noun verb feminine,пила,,
,пула ,particle adposition,благодаря,,
,пула ,adposition,из-за,,
,пула ,adverb,по причине,,
,сивĕ ,noun,холодный,,
,сивĕ ,adjective,студёный,,
,сивĕ ,noun masculine,мороз,,
,сивĕ ,nonetype,морозно,,
,сивĕ ,adjective,морозный,,
,сивĕ ,nonetype,студеный,,
,сивĕ ,noun feminine,стужа,,
,сивĕ ,noun masculine,холод,,
,сивĕ ,adverb,холодно,,
,сулла ,verb,качать,,
,сулла ,verb,махать,,
,сулла ,verb,размахивать,,
,сулла ,verb,раскачивать,,
,çав ,interjection,вот,,
,çав ,conjunction adverb,настолько,,
,çав ,noun adverb,так,,
,çав ,pronoun noun,такой,,
,çав ,interjection,то-то,,
,çав ,nonetype,этот,,
,çит ,verb impf,посещать,,
,çит ,verb,добираться,,
,çит ,verb,догонять,,
,çит ,verb,доезжать,,
,çит ,verb,доставать,,
,çит ,verb,достигать,,
,çит ,verb,доходить,,
,çит ,verb,нагонять,,
,çит ,verb,наступать,,
,çит ,verb,приближаться,,
,çутă ,noun masculine,свет,,
,çутă ,noun masculine,блеск,,
,çутă ,nonetype,огонек,,
,çутă ,noun masculine,огонь,,
,çутă ,noun,освещение,,
,çутă ,adjective,светлый,,
,çутă ,noun neuter,сияние,,
,çутă ,adjective,ясный,,
,тĕлле ,verb,прицеливаться,,
,тĕлле ,verb,целиться,,
,хупăн ,verb,закрываться,,
,хупăн ,verb,запираться,,
,чăкăлтăш ,noun,заноза,,
,чăкăлтăш ,adjective,привередливый,,
,чăкăлтăш ,nonetype,привередник,,
,чăкăлтăш ,nonetype,придира,,
,чăкăлтăш ,adjective,придирчивый,,
,шав ,adjective adverb,беспрерывно,,
,шав ,adverb,везде,,
,шав ,nonetype,гам,,
,шав ,noun,гул,,
,шав ,adjective adverb,постоянно,,
,шав ,adverb,сплошь,,
,шав ,noun,шум,,
,шăл ,noun masculine,зуб,,
,шăл ,verb,вытирать,,
,шăл ,noun,долька,,
,шăл ,noun masculine,зубец,,
,шăл ,adjective,зубной,,
,шăл ,nonetype,зубок луковицы,,
,шăл ,verb,массажировать,,
,шăл ,verb noun,мести,,
,шăл ,verb,подметать,,
,шăл ,verb,протирать,,
,шăл ,verb,растирать,,
,янах ,noun masculine,подбородок,,
,янах ,noun feminine,челюсть,,
,сыпма ,verb,вязать,,
,сыпма ,verb,связывать,,
,Пётр Чайковский ,nonetype,Пётр Ильич Чайковский,,
,анлǎ ,noun,широкий,,
,Хезболла ,proper feminine,Хезбалла,,
,Хезболла ,proper feminine,Хезболла,,
,Хезболла ,proper masculine,Хезболлах,,
,Хезболла ,proper feminine,Хизбалла,,
,Хезболла ,proper masculine,Хизбаллах,,
,Хезболла ,proper masculine,Хизбуллах,,
,Хезболла ,nonetype,хезболла,,
,Хезболла ,nonetype,хесболлах,,
,афин ,nonetype,афины,,
,афин ,proper feminine,Афины,,
,корпус ,noun masculine,корпус,,
,Брежнев Леонид Ильич ,nonetype,Леонид Ильич Брежнев,,
,Германи Демократиллĕ Республики ,feminine,Германская Демократическая Республика,,
,Германи Демократиллĕ Республики ,nonetype,германская демократическая республика,,
,Улатăр ,nonetype,Алатырь,,
,морж ,noun masculine,морж,,
,чǎрмала ,nonetype,скрябать,,
,чǎрмала ,verb impf,царапать,,
,чǎрмала ,verb impf,чесать,,
,аçтăрхан ,nonetype,астрахань,,
,вылляма ,verb,гулять,,
,вылляма ,verb,играть,,
,ĕмме ,verb,сосать,,
,Сеул ,proper masculine,Сеул,,
,Бразилиа ,noun,Бразилиа,,
,Украина ,proper feminine,Украина,,
,Украина ,nonetype,украина,,
,Супрефектура ,nonetype,Супрефектура,,
,хими ,noun feminine,химия,,
,хими ,noun,химия,,
